,Sentiment,Open,High,Low,Close,Volume,year,month,quarter,weekno,pct_change_1w,pct_change_4w,pct_change_8w
2020-01-17,-0.0278004056312354,8162.19091796875,8958.1220703125,8009.05908203125,8929.0380859375,223538254162,2020,1,1,3,9.336665968514524,23.691164637554742,22.372960728926916
2020-01-24,0.1694903687521173,8927.2119140625,9164.3623046875,8266.8408203125,8445.4345703125,189843685144,2020,1,1,4,-5.4160763003871075,15.848178120161416,8.815480464424507
2020-01-31,0.11031303459149097,8440.119140625,9553.1259765625,8296.21875,9350.529296875,197364973826,2020,1,1,5,10.716970441569696,27.306693254758585,23.897356984867415
2020-02-07,0.11923168386731829,9346.357421875,9834.716796875,9112.8115234375,9795.943359375,224959276416,2020,2,1,6,4.763517105377768,19.951978771072444,34.750597011857764
2020-02-14,0.02135692416202453,9793.0703125,10457.626953125,9678.91015625,10312.1162109375,284153175254,2020,2,1,7,5.269251083087445,15.489665422955623,42.850512197669175
2020-02-21,-0.02981468805134407,10313.8564453125,10341.5556640625,9507.6376953125,9686.44140625,313356984962,2020,2,1,8,-6.067375424104327,14.694410638144095,32.87138512994654
2020-02-28,-0.14308586120605465,9687.70703125,9951.74609375,8492.9326171875,8672.455078125,305114663592,2020,2,1,9,-10.468099538296327,-7.25172016707778,18.07476810596342
2020-03-06,0.09888850323467298,8671.212890625,9167.6953125,8471.212890625,9122.5458984375,271657593690,2020,3,1,10,5.18988932497082,-6.874248209010303,11.70618201872957
2020-03-13,-0.11638711466268821,9121.6005859375,9163.220703125,4106.98095703125,5563.70703125,332160861216,2020,3,1,11,-39.011465733453356,-46.046893601248605,-37.689737934790756
2020-03-20,-0.06045710967802185,5573.07763671875,6844.26171875,4575.35791015625,6198.7783203125,297465573928,2020,3,1,12,11.414535048223385,-36.00561795260692,-26.602020669220206
2020-03-27,0.1952114344804318,6206.521484375,6892.51123046875,5785.00439453125,6469.79833984375,291803386189,2020,3,1,13,4.372152148805775,-25.398306689845295,-30.808212728599294
2020-04-03,0.014705366399593736,6467.25390625,7088.24755859375,5903.234375,6733.38720703125,260130614462,2020,4,2,14,4.074143479313852,-26.189604503009,-31.26351429352432
2020-04-10,-0.07114179696871603,6738.3828125,7427.939453125,6696.48486328125,6865.4931640625,269838015442,2020,4,2,15,1.9619539611994918,23.39781957426372,-33.42304311135822
2020-04-17,-0.003934991260965066,6867.4404296875,7167.18310546875,6555.50439453125,7096.1845703125,251296373252,2020,4,2,16,3.3601578318882774,14.477147005875812,-26.741057188104023
2020-04-24,0.008184898654361835,7092.29150390625,7574.19580078125,6834.4423828125,7550.90087890625,245481716516,2020,4,2,17,6.40789855574071,16.709988198621485,-12.93237254174664
2020-05-01,0.20725815236950526,7550.48291015625,9440.650390625,7521.67236328125,8864.7666015625,306595872325,2020,5,2,18,17.400118790151087,31.65389615950773,-2.8257385574694927
2020-05-08,0.10985410134796493,8869.0576171875,9996.7431640625,8645.0244140625,9842.666015625,338368768331,2020,5,2,19,11.031304692107025,43.36429707841738,76.90841664273694
2020-05-15,-0.07851475044375374,9840.90625,9913.86328125,8374.3232421875,9328.197265625,359297831500,2020,5,2,20,-5.2269247903290905,31.45370125588782,50.4844468313675
2020-05-22,-0.14687190032624575,9333.240234375,9906.0302734375,8869.9306640625,9182.5771484375,263013619856,2020,5,2,21,-1.5610745896650347,21.609027792821433,41.92988198546024
2020-05-29,-0.06000144556671583,9185.0625,9573.6669921875,8719.66796875,9439.1240234375,221123266383,2020,5,2,22,2.7938439378497826,6.479103711244516,40.1838886315764
2020-06-05,-0.11222526140431957,9438.9140625,10199.5654296875,9366.7294921875,9665.533203125,209271311597,2020,6,2,23,2.3986249055031106,-1.7996426193757409,40.78425208722574
2020-06-12,-0.031537176968663184,9664.904296875,9938.2978515625,9263.0693359375,9480.84375,169222134719,2020,6,2,24,-1.9108046006741541,1.6363985454886487,33.60480771123016
2020-06-19,-0.06084537182738179,9480.7353515625,9579.4306640625,8990.17578125,9288.0185546875,142401313027,2020,6,2,25,-2.0338400294013903,1.1482768349835304,23.005436088215102
2020-06-26,-0.08031183046058714,9290.9599609375,9680.3671875,9095.32421875,9162.91796875,126484516051,2020,6,2,26,-1.3469028426344343,-2.9261831288759033,3.3633301426678086
2020-07-03,-0.22253135592943368,9167.82421875,9309.7548828125,8975.525390625,9087.3037109375,109419746876,2020,7,3,27,-0.8252202853979651,-5.982385865691819,-7.674366919373066
2020-07-10,0.04109837191876953,9084.2333984375,9450.3359375,8977.015625,9278.8076171875,111485948517,2020,7,3,28,2.107378737870347,-2.130993170439077,-0.5294661661959466
2020-07-17,-0.024564093826603284,9277.51171875,9319.4189453125,9088.947265625,9151.392578125,108810401826,2020,7,3,29,-1.3731833261256932,-1.4709916410917123,-0.3396058623673648
2020-07-24,0.030290393387918033,9151.18359375,9623.3369140625,9097.6328125,9536.892578125,108248212572,2020,7,3,30,4.21247363949262,4.081392092021718,1.0357799563257997
2020-07-31,0.09014503870875877,9539.4853515625,11415.8642578125,9530.2119140625,11323.466796875,171879338044,2020,7,3,31,18.73329498172087,24.607553099012726,17.153048454832962
2020-08-07,-0.02854707853999542,11322.5703125,12034.14453125,11012.4150390625,11601.47265625,165951955802,2020,8,3,32,2.45513025614843,25.03193443476657,22.36751245109381
2020-08-14,0.12067614971718074,11604.5537109375,12150.994140625,11195.708984375,11768.87109375,165040268451,2020,8,3,33,1.4429067969213172,28.601969517532023,26.710245295649827
2020-08-21,-0.03150496792037051,11768.697265625,12359.056640625,11564.9794921875,11592.4892578125,166649734650,2020,8,3,34,-1.4987149959622692,21.554155746731073,26.51525744690193
2020-08-28,-0.02340244416892162,11585.4775390625,11807.6318359375,11185.94140625,11542.5,151203479273,2020,8,3,35,-0.43122108376172363,1.9343298925506458,27.017874246982853
2020-09-04,-0.09257877501500707,11541.0546875,12067.0810546875,10182.46484375,10511.8134765625,176773006525,2020,9,3,36,-8.929491214533247,-9.392421220770398,13.288408492175808
2020-09-11,-0.09640375862446168,10512.5302734375,10581.5712890625,9916.4931640625,10400.9150390625,272857909078,2020,9,3,37,-1.0549886349036086,-11.623511242416185,13.653905132693044
2020-09-18,0.06309944935261255,10409.861328125,11100.1240234375,10224.330078125,10944.5859375,236483664868,2020,9,3,38,5.227144884807222,-5.588992199202258,14.760503464240117
2020-09-25,-0.024657091833505135,10933.7529296875,11134.0927734375,10197.865234375,10692.716796875,210252148570,2020,9,3,39,-2.301312649590581,-7.362210986571371,-5.570290541886624
2020-10-02,-0.06082259181469209,10695.5751953125,10945.34765625,10416.689453125,10575.974609375,327798951362,2020,10,4,40,-1.0917916346023349,0.6103716828267158,-8.839378217407068
2020-10-09,-0.08356546929842956,10575.1005859375,11102.671875,10511.1298828125,11064.4580078125,329986692320,2020,10,4,41,4.618802677575329,6.379659542049376,-5.985392144464797
2020-10-16,-0.01431293991349993,11059.142578125,11698.4677734375,11056.9404296875,11322.123046875,167478139090,2020,10,4,42,2.3287633147558218,3.4495330525152523,-2.3322532799009754
2020-10-23,0.11141859435523635,11322.123046875,13184.56640625,11285.345703125,12931.5390625,199309783261,2020,10,4,43,14.214790008568334,20.937824391639246,12.034126597357586
2020-10-30,0.13829777867763074,12931.57421875,13837.6953125,12822.3828125,13546.5224609375,235108878678,2020,10,4,44,4.755686043750829,28.087698403977623,28.869509444219975
2020-11-06,0.16739244843008302,13546.5322265625,15903.4375,13243.16015625,15565.880859375,231212258076,2020,11,4,45,14.90683977574676,40.68362723582204,49.658763684873364
2020-11-13,0.06284289611440123,15565.880859375,16463.177734375,14423.203125,16317.80859375,216928707894,2020,11,4,46,4.830614734675476,44.123222528073924,49.094800725529964
2020-11-20,0.05158073546625034,16317.80859375,18773.2265625,15749.193359375,18621.314453125,244711923136,2020,11,4,47,14.116514764471999,43.99921280155048,74.149515103282
2020-11-27,0.011876978042907342,18621.31640625,19390.96484375,16351.03515625,17108.40234375,319135010003,2020,11,4,48,-8.124625751761073,26.29368454585648,61.76667376436753
2020-12-04,0.1013069156199321,17112.93359375,19845.974609375,16910.65234375,18699.765625,264287540151,2020,12,4,49,9.301647513751355,20.133038367292457,69.00751588370879
2020-12-11,0.07432021061321357,18698.384765625,19411.828125,17619.533203125,18058.904296875,199012023597,2020,12,4,50,-3.4271088792055426,10.669911300417322,59.501042535122494
2020-12-18,0.19216580401555827,18051.3203125,23642.66015625,18046.041015625,23137.9609375,252594543789,2020,12,4,51,28.124943557643768,24.25525059331686,78.92658271897015
2020-12-25,0.11264760209386851,23132.865234375,24710.1015625,22159.3671875,24664.791015625,300651439127,2020,12,4,52,6.598809991292032,44.167704967702505,82.07470652891125
2021-01-01,0.16440998978760774,24677.015625,29600.626953125,24522.689453125,29374.15234375,347907941478,2021,1,1,53,19.093457249005862,57.082997363770424,88.7085774915113
2021-01-08,0.396293415597169,29376.455078125,41946.73828125,28722.755859375,40797.609375,543400550415,2021,1,1,1,38.88948657162048,125.91409038066507,150.0189234394267
2021-01-15,0.10782203210360837,40788.640625,41436.3515625,30549.599609375,36825.3671875,540799819728,2021,1,1,2,-9.736458210059029,59.1556286527247,97.75922521581188
2021-01-22,0.07657516936388356,36821.6484375,37864.3671875,28953.373046875,33005.76171875,436506853486,2021,1,1,3,-10.372212853444474,33.8173175594354,92.92135557478038
2021-01-29,-0.043017944809840926,32985.7578125,38406.26171875,29367.138671875,34316.38671875,474139537114,2021,1,1,4,3.97089760014675,16.825113171483807,83.51238944338373
2021-02-05,-0.026365412852120802,34295.93359375,38592.17578125,32270.17578125,38144.30859375,430988316515,2021,2,1,5,11.154792916785961,-6.50356925784944,111.22161104951797
2021-02-12,0.20222837360876667,38138.38671875,48745.734375,37446.15234375,47504.8515625,575348787271,2021,2,1,6,24.53981554219005,29.000347289476714,105.31131369276477
2021-02-19,0.08581555668546369,47491.203125,56113.65234375,46347.4765625,55888.1328125,491989383336,2021,2,1,7,17.64721070430142,69.32841389553789,126.5907413409471
2021-02-26,0.13222917166156034,55887.3359375,58330.5703125,44454.84375,46339.76171875,787367987189,2021,2,1,8,-17.08479173169729,35.036832690286104,57.756932613613984
2021-03-05,-0.045627175137405294,46344.7734375,52535.13671875,43241.6171875,48927.3046875,354967589203,2021,3,1,9,5.583850397105139,28.268951493111636,19.926891396439817
2021-03-12,0.15075872798014758,48899.23046875,58091.0625,47257.52734375,57332.08984375,346768545383,2021,3,1,10,17.178107827381027,20.686809784724282,55.686403754884495
2021-03-19,0.0858418114564397,57343.37109375,61683.86328125,53555.02734375,58346.65234375,395808451844,2021,3,1,11,1.7696241367880283,4.399001017797688,76.7771725462233
2021-03-26,0.035123116299206315,58332.26171875,60031.28515625,50856.5703125,55137.3125,410480859255,2021,3,1,12,-5.500469546808162,18.984885668262574,60.67342098657995
2021-04-02,0.25743980130433164,55137.56640625,60267.1875,54242.91015625,59384.3125,392910677247,2021,4,2,13,7.702587970714014,21.37254009655587,55.68328458240872
2021-04-09,0.27357468550040637,59397.41015625,60110.26953125,55604.0234375,58245.00390625,412509675328,2021,4,2,14,-1.9185346193070774,1.5923265050829416,22.60853784506549
2021-04-16,0.20404757122258865,58253.77734375,64863.09765625,58038.70703125,61572.7890625,449030034720,2021,4,2,15,5.713425930241733,5.529257616603567,10.171490733232314
2021-04-23,-0.13133004794953398,61529.921875,62572.17578125,47714.6640625,51093.65234375,513195731634,2021,4,2,16,-17.01910353307702,-7.333799876898239,10.258772269596017
2021-04-30,-0.14904503866571003,51143.2265625,57900.71875,47159.484375,57750.17578125,349349306323,2021,4,2,17,13.028083004745806,-2.751798665261973,18.032612158184303
2021-05-07,0.1249515087476798,57714.6640625,58973.30859375,52969.0546875,57356.40234375,408490303922,2021,5,2,18,-0.6818566907771162,-1.5256270974421726,0.04240644299948748
2021-05-14,0.12447987575493448,57352.765625,59519.35546875,46980.01953125,49880.53515625,492048667890,2021,5,2,19,-13.0340587659167,-18.989319932188998,-14.510030734277212
2021-05-21,-0.09988440966011704,49855.49609375,50639.6640625,30681.49609375,37304.69140625,550991581530,2021,5,2,20,-25.211926276665565,-26.9876203891827,-32.342202195201295
2021-05-28,0.009810581646661515,37371.03125,40782.078125,31227.33984375,35697.60546875,409175943335,2021,5,2,21,-4.307999548900576,-38.186152707192115,-39.887145331942676
2021-06-04,-0.031072662923320633,35684.15625,39478.953125,33520.73828125,36894.40625,260889072996,2021,6,2,22,3.3526080125953817,-35.6751735771651,-36.6565305594545
2021-06-11,-0.08845597968431805,36880.15625,38334.32421875,31114.443359375,37334.3984375,284707589936,2021,6,2,23,1.1925715365049383,-25.152369916339957,-39.3654258545875
2021-06-18,0.0318502498699975,37340.14453125,41295.26953125,34728.19140625,35787.24609375,280671597668,2021,6,2,24,-4.144039835917068,-4.067706380344882,-29.957549613053548
2021-06-25,-0.09489816007197768,35854.52734375,36457.796875,28893.62109375,31637.779296875,299316086692,2021,6,2,25,-11.594820082005908,-11.372824923590485,-45.21613333833873
2021-07-02,-0.019479851517768734,31594.6640625,36542.109375,30184.501953125,33897.046875,256517978331,2021,7,3,26,7.141043487676635,-8.124156693807748,-40.90102326877605
2021-07-09,0.042493186892072786,33854.421875,35937.56640625,32133.18359375,33798.01171875,184673526157,2021,7,3,27,-0.2921645552640739,-9.472194187540273,-32.24208278263604
2021-07-16,-0.02328248734042948,33811.2421875,34592.15625,31100.673828125,31421.5390625,152899491409,2021,7,3,28,-7.031397811284901,-12.199058345572,-15.770542851252056
2021-07-23,0.007519967939016518,31397.30859375,33581.55078125,29360.955078125,33581.55078125,151576363668,2021,7,3,29,6.87430273371894,6.143830343259893,-5.927721648871975
2021-07-30,0.03661751252453343,33593.73046875,42235.546875,33424.859375,42235.546875,227583222606,2021,7,3,30,25.770090696889113,24.59948806381087,14.476830413824594
2021-08-06,0.16893260956288797,42196.3046875,43271.66015625,37458.00390625,42816.5,203060456131,2021,8,3,31,1.3755075238385928,26.683487645064186,14.68378169177511
2021-08-13,0.3104320099292486,42832.796875,47831.9765625,42618.56640625,47793.3203125,248401214895,2021,8,3,32,11.623603780084778,52.10368982065199,33.5484719536628
2021-08-20,-0.055449442094207844,47810.6875,49342.15234375,43998.31640625,49339.17578125,232533854924,2021,8,3,33,3.234459247949961,46.92345836749787,55.95018638404701
2021-08-27,0.07777363703905048,49327.07421875,50482.078125,46394.28125,49058.66796875,235446379737,2021,8,3,34,-0.5685295874087171,16.1549254090249,44.72844242054641
2021-09-03,-0.02125724246393308,49072.5859375,50982.2734375,46562.4375,50025.375,242888773147,2021,9,3,35,1.970512187297424,16.836675113566034,48.01277488239819
2021-09-10,-0.03468173346703958,50009.32421875,52853.765625,43285.20703125,44883.91015625,298723255320,2021,9,3,36,-10.27771374777301,-6.087482805602573,42.84440385613273
2021-09-17,0.029094960148705027,44869.83984375,48486.828125,43591.3203125,47267.51953125,232980415470,2021,9,3,37,5.310609897181795,-4.198805953275119,40.754427450805686
2021-09-24,-0.08556250200486507,47273.52734375,48791.78125,39787.609375,42839.75,263377408219,2021,9,3,38,-9.367467502335646,-12.676491690951341,1.4305559409191426
2021-10-01,-0.1790533230299987,42840.890625,48436.01171875,40829.66796875,48116.94140625,228055592334,2021,10,4,39,12.318445850524329,-3.8149311099616945,12.379436446813719
2021-10-08,0.16324042261242716,48137.46875,55922.98046875,47045.00390625,53967.84765625,247153004114,2021,10,4,40,12.159763440907344,20.238739157031937,12.919226585174282
2021-10-15,0.10150263993710203,53929.78125,62757.12890625,53735.14453125,61593.94921875,285820220375,2021,10,4,41,14.130823988154395,30.309247935103436,24.83781547513628
2021-10-22,0.10742462911394053,61609.52734375,66930.390625,59164.46875,60692.265625,266941249896,2021,10,4,42,-1.463915863793186,41.67278199569324,23.713643557669585
2021-10-29,0.08730606343409028,60694.62890625,63729.32421875,58206.91796875,62227.96484375,245913649024,2021,10,4,43,2.5303046490942505,29.326517906366956,24.392800341326783
2021-11-05,0.11967954020221512,62239.36328125,64242.79296875,59695.18359375,61125.67578125,237642057889,2021,11,4,44,-1.771372509558633,13.263134321368586,36.186164637749066
2021-11-12,0.04657091756526299,61068.875,68789.625,60163.78125,64155.94140625,258001644075,2021,11,4,45,4.9574349670086,4.159486800239298,35.72944390245516
2021-11-19,-0.07551204940260772,64158.12109375,66281.5703125,55705.1796875,58119.578125,252268559509,2021,11,4,46,-9.408892066638652,-4.238905029342444,35.66740731446845
2021-11-26,-0.04060697162908221,58115.08203125,60004.42578125,53569.765625,53569.765625,241999969408,2021,11,4,47,-7.82836463508827,-13.913678907047855,11.332441463209308
2021-12-03,0.08105696860842193,53736.4296875,59113.40234375,52496.5859375,53598.24609375,236784477253,2021,12,4,48,0.05316519200282421,-12.314677246985962,-0.6848551101281464
2021-12-10,-0.15255721063132313,53727.87890625,53904.6796875,42874.6171875,47243.3046875,259017283302,2021,12,4,49,-11.856621940826972,-26.361762212567875,-23.298789431870816
2021-12-17,-0.0944228804217222,47264.6328125,50724.8671875,45618.21484375,46202.14453125,211233144511,2021,12,4,50,-2.203825839739526,-20.505024258983294,-23.87474078374381
2021-12-24,0.01767246041641212,46219.25390625,51814.02734375,45579.80859375,50822.1953125,186309822503,2021,12,4,51,9.99964574831611,-5.128957128044187,-18.32900940901583
2021-12-31,-0.08880745286033268,50854.91796875,51956.328125,45819.953125,46306.4453125,191459636198,2021,12,4,52,-8.885389488260309,-13.604551105078578,-24.243871792572847
2022-01-07,-0.2774049758179078,46311.74609375,47881.40625,41077.4453125,41557.90234375,279356283486,2022,1,1,1,-10.25460481085162,-12.034302810434616,-35.223610732175345
2022-01-14,-0.17108059586817717,41561.46484375,44278.421875,39796.5703125,43099.69921875,212561098618,2022,1,1,2,3.709996867134646,-6.714937897312501,-25.8430625114762
2022-01-21,-0.12195156926947429,43101.8984375,43724.671875,35791.42578125,36457.31640625,166867128860,2022,1,1,3,-15.411668603038208,-28.26497127469989,-31.944230143810714
2022-01-28,-0.16426810109054907,36471.58984375,38825.41015625,33184.05859375,37784.33203125,212622064733,2022,1,1,4,3.6399158133660903,-18.403730244760407,-29.50453646344975
2022-02-04,-0.1704468709472886,37780.71484375,41527.78515625,36375.5390625,41500.875,140019897289,2022,2,1,5,9.83620132724905,-0.13722382635747987,-12.155012706000168
2022-02-11,0.019814240491511894,41501.48046875,45661.171875,41038.09765625,42407.9375,179859059961,2022,2,1,6,2.185646688172227,-1.6050267897207426,-8.21218813486827
2022-02-18,-0.17709828358925508,42412.30078125,44667.21875,39637.6171875,40030.9765625,145792639556,2022,2,1,7,-5.60499066359924,9.802312700222092,-21.233279443451824
2022-02-25,-0.17997182093360162,40026.0234375,40418.87890625,34459.21875,39214.21875,181629162658,2022,2,1,8,-2.0403144830224207,3.7843376920555283,-15.31585185310158
2022-03-04,0.05023398612780266,39213.08203125,45077.578125,37268.9765625,39137.60546875,191753910140,2022,3,1,9,-0.19537117834331763,-5.694505311635001,-5.823914919911721
2022-03-11,0.01626916804788981,39148.44921875,42465.671875,37260.203125,38794.97265625,180770950541,2022,3,1,10,-0.8754567592889173,-8.51954859570806,-9.987834348104407
2022-03-18,0.07354434730342627,38794.46484375,42195.74609375,37680.734375,41801.15625,176221438132,2022,3,1,11,7.7488998906813045,4.422024740606156,14.657798133583654
2022-03-25,0.09319930521986323,41794.6484375,44999.4921875,40668.04296875,44348.73046875,183273343910,2022,3,1,12,6.094506581381953,13.093494865940691,17.37333461941535
2022-04-01,0.10421267700643318,44349.859375,48086.8359375,44166.2734375,46281.64453125,213694535844,2022,4,2,13,4.358442828170728,18.253643719221046,11.519683696428086
2022-04-08,0.09847193593034305,46285.5,47313.4765625,42183.2890625,42287.6640625,209602745602,2022,4,2,14,-8.629728932931958,9.002948493346373,-0.2836106742988842
2022-04-15,-0.1596455621059733,42282.078125,43376.37890625,39373.05859375,40553.46484375,172436624052,2022,4,2,15,-4.1009577076352555,-2.9848251057648656,1.3052099302005349
2022-04-22,-0.11213275399394974,40552.31640625,42893.58203125,38696.19140625,39740.3203125,186133207835,2022,4,2,16,-2.0051172800721107,-10.391301188423608,1.3416091899064009
2022-04-29,-0.2139205441292106,39738.72265625,40713.890625,37884.984375,38609.82421875,199884953142,2022,4,2,17,-2.844708056855827,-16.57637793600848,-1.3485271867779813
2022-05-06,-0.3617504118487497,38605.859375,39902.94921875,35482.1328125,36040.921875,228804297807,2022,5,2,18,-6.653494015397432,-14.772019987359641,-7.098988844902077
2022-05-13,-0.28386794569147805,36042.50390625,36129.92578125,26350.490234375,29283.103515625,364524625721,2022,5,2,19,-18.750403729441235,-27.791364736771584,-29.946666210638607
2022-05-20,-0.1317042783304647,29285.642578125,31308.19140625,28702.91015625,29200.740234375,211938710077,2022,5,2,20,-0.28126554689140715,-26.521125132476243,-34.156536329825535
2022-05-27,-0.33807162276538855,29199.859375,30590.5859375,28261.90625,28627.57421875,197887728165,2022,5,2,21,-1.9628475546324409,-25.85417106134439,-38.14486389000229
2022-06-03,-0.08685980690948447,28622.625,32249.86328125,28554.56640625,29704.390625,222824594805,2022,6,2,22,3.7614657742978563,-17.581490484557705,-29.75636918346275
2022-06-10,-0.022832410052569228,29706.138671875,31693.291015625,28978.146484375,29083.8046875,188372307620,2022,6,2,23,-2.0892060885359443,-0.6805932575372542,-28.28281183973279
2022-06-17,-0.28598721154552675,29084.666015625,29401.916015625,20178.376953125,20471.482421875,293756330578,2022,6,2,24,-29.61208947097115,-29.893960709338284,-48.486871115037644
2022-06-24,-0.07835024422934267,20473.42578125,21620.62890625,17708.623046875,21231.65625,216848726295,2022,6,2,25,3.7133306345841888,-25.834944701343044,-45.00970496599847
2022-07-01,-0.13012013978094922,21233.609375,21783.724609375,18729.65625,19269.3671875,159334471490,2022,7,3,26,-9.242279732651571,-35.129565757587386,-46.53475498120842
2022-07-08,-0.282363871378558,19274.8359375,22314.94140625,18966.951171875,21731.1171875,183115176601,2022,7,3,27,12.775458457177225,-25.28103726112605,-25.789569483628604
2022-07-15,-0.21009230206212823,21716.828125,21877.138671875,18999.953125,20836.328125,198397153187,2022,7,3,28,-4.117547454093584,1.782214378061564,-28.64452079721064
2022-07-22,0.04504650592177314,20834.103515625,24196.818359375,20518.8984375,22714.978515625,243955551375,2022,7,3,29,9.016225792542333,6.986370955516019,-20.653498818815287
2022-07-29,-0.0735022581984728,22706.984375,24294.787109375,20776.81640625,23804.6328125,219645120870,2022,7,3,30,4.797073860868761,23.536142006479686,-19.861568234073147
2022-08-05,-0.15399859942399066,23796.818359375,24572.580078125,22485.701171875,23289.314453125,186229868833,2022,8,3,31,-2.1647818029119192,7.170350480284071,-19.923425757515933
2022-08-12,0.07836971498716565,23291.423828125,24822.62890625,22771.51953125,24402.818359375,181226613984,2022,8,3,32,4.7811794052211365,17.11669260043869,19.203963135073863
2022-08-19,-0.1798066307960891,24402.1875,25135.58984375,20868.84765625,20877.552734375,204047513658,2022,8,3,33,-14.446141314843963,-8.089049170731489,-1.6678091970568687
2022-08-26,-0.29279567345017726,20872.841796875,21804.908203125,20199.482421875,20260.01953125,219560480665,2022,8,3,34,-2.9578811797621674,-14.890434602245561,5.141073570867616
2022-09-02,-0.1214983155770585,20262.48046875,20542.64453125,19600.78515625,19969.771484375,214136017538,2022,9,3,35,-1.4326148423860485,-14.253502289349607,-8.105177878927217
2022-09-09,0.09262840485418944,19969.71875,21439.41015625,18644.466796875,21381.15234375,236980115199,2022,9,3,36,7.067586429215322,-12.382446859725714,2.6147803753210574
2022-09-16,-0.021804366763874546,21376.912109375,22673.8203125,19400.076171875,19772.583984375,277095651109,2022,9,3,37,-7.523300585083792,-5.292616256601102,-12.953543095918008
2022-09-23,-0.03736266551513513,19777.033203125,20162.53125,18290.314453125,19297.638671875,259576216329,2022,9,3,38,-2.402039677137391,-4.750147737471721,-18.933264697358997
2022-09-30,0.07683351976990539,19296.990234375,20338.455078125,18553.296875,19431.7890625,290314237810,2022,9,3,39,0.6951647966158436,-2.6939838660444138,-16.56349910337267
2022-10-07,8.732252417337216e-05,19431.10546875,20408.392578125,18970.62109375,19546.849609375,203020020099,2022,10,4,40,0.59212533907671,-8.579063957285681,-19.899212781438624
2022-10-14,-0.03216084304698525,19546.328125,19889.146484375,18319.822265625,19185.65625,197033611960,2022,10,4,41,-1.8478341348764693,-2.9683916621055295,-8.103902339038438
2022-10-21,-0.10638836622422465,19185.4375,19666.994140625,18770.970703125,19172.46875,171612366994,2022,10,4,42,-0.06873624664259781,-0.6486281767594027,-5.367965117568174
2022-10-28,-0.0593684383547485,19172.380859375,20938.134765625,19124.197265625,20595.3515625,268712772856,2022,10,4,43,7.421489799011938,5.987932949753327,3.1326351361329996
2022-11-04,0.25440957851743584,20595.103515625,21209.560546875,20086.240234375,21147.23046875,320197603787,2022,11,4,44,2.679628481093088,8.187410715061883,-1.094056443914626
2022-11-11,-0.2050309217976334,21144.83203125,21446.88671875,15682.6923828125,17034.29296875,487411110477,2022,11,4,45,-19.44905980042082,-11.213394283815548,-13.848928484961275
2022-11-18,-0.3297297727965411,17036.875,17109.32421875,15872.94140625,16697.77734375,231813207958,2022,11,4,46,-1.9755185942695097,-12.907526091286492,-13.472432416895241
2022-11-25,-0.1184503310944611,16696.220703125,16797.876953125,15599.046875,16521.841796875,183342085440,2022,11,4,47,-1.053646501885197,-19.778782378456917,-14.975189655803211
2022-12-02,-0.341218970782279,16521.576171875,17197.498046875,16054.5302734375,17088.66015625,161727292489,2022,12,4,48,3.430721382904234,-19.191970875323328,-12.575885640139218
2022-12-09,-0.11928251587680568,17090.09765625,17378.15234375,16750.55859375,17133.15234375,135641741262,2022,12,4,49,0.2603608889941489,0.5803550237239774,-10.69811675714767
2022-12-16,-0.17027938803328116,17134.220703125,18318.53125,16584.701171875,16647.484375,143612130544,2022,12,4,50,-2.834667894184495,-0.30119558857828466,-13.169844780683238
2022-12-23,-0.22322591694697377,16646.982421875,17012.984375,16398.13671875,16796.953125,111984891260,2022,12,4,51,0.8978458644746334,1.6651371651375868,-18.442989069514702
2022-12-30,-0.1876772163676567,16796.9765625,16959.845703125,16408.474609375,16602.5859375,96443668503,2022,12,4,52,-1.1571574085701974,-2.844425568216491,-21.49049511691746
2023-01-06,-0.08670644849572355,16603.673828125,16991.994140625,16517.51953125,16951.96875,93012567391,2023,1,1,1,2.1043879177330638,-1.057502963347512,-0.48328521119735957
2023-01-13,0.0052740455060810276,16952.1171875,19964.322265625,16914.19140625,19909.57421875,134485323089,2023,1,1,2,17.446973341960657,19.595091788455264,19.2348766478323
2023-01-20,0.33566314683479515,19910.537109375,22692.357421875,19907.828125,22676.552734375,190016297592,2023,1,1,3,13.897728224741112,35.00396509783676,37.2519662950902
2023-01-27,0.014978428743552217,22677.427734375,23722.099609375,22387.900390625,23078.728515625,192538976558,2023,1,1,4,1.7735313914815087,39.0068306377348,35.05288480550768
2023-02-03,-0.06134179952817087,23079.96484375,24167.2109375,22657.58203125,23449.322265625,178013298264,2023,2,1,5,1.6057806206658976,38.328017302562564,36.86519442044811
2023-02-10,-0.11141808368856944,23446.3203125,23556.94921875,21539.392578125,21651.18359375,171238878693,2023,2,1,6,-7.668190370307382,8.747597290954756,30.056788797857024
2023-02-17,-0.08297588549404421,21651.841796875,25134.1171875,21460.087890625,24565.6015625,198047040586,2023,2,1,7,13.460778973724551,8.330405640807225,46.250343021660356
2023-02-24,0.2593001599987545,24565.296875,25126.8515625,23007.072265625,23198.126953125,192908013890,2023,2,1,8,-5.566623743757548,0.5173527537236877,39.72598630390314
2023-03-03,-0.039957193461376765,23200.125,23880.6328125,22213.23828125,22362.6796875,147053027661,2023,3,1,9,-3.601356554833657,-4.634004197715935,31.917891174144586
2023-03-10,-0.13818455566562965,22362.923828125,22613.685546875,19628.25390625,20187.244140625,157081157295,2023,3,1,10,-9.727973468631301,-6.761475402885564,1.3946552488977915
